density	control_ctrl_avg_ms	treatment_ctrl_avg_ms	ctrl_avg_delta_ms	control_ctrl_p95_ms	treatment_ctrl_p95_ms	control_ctrl_p99_ms	treatment_ctrl_p99_ms	control_vision_ms	treatment_vision_ms	saved_us_changed_unit	position_rate_delta_pct	dirty_rate_delta_pct	scan_rate_delta_pct	geometry_call_rate_delta_pct	faction_added_rate_delta_pct	faction_removed_rate_delta_pct	fog_delta_rate_delta_pct	pass
50pct-moving	24.84023811578947	24.695235821989527	-0.14500229379994423	25.7530914	25.8857285	28.14979261999999	28.640696199999997	1.8518806736842106	1.587455937172775	0.9734892809918518	0.008273807187433715	0.020266164625990034	0.020266164625990034	0.020266164626008228	-0.1756818418213386	-0.24282401822308738	-0.15991168612427928	True
100pct-moving	31.72193874834437	30.941826400000004	-0.7801123483443675	32.9551875	32.1703617	34.668855	33.19879164000001	4.0113159205298015	3.367756148387097	0.8470464328746674	0.02153816774767108	0.01744847305570005	0.01744847305570005	0.01744847305566365	-0.29275822874384577	-0.5399550196024051	-0.3941577924066615	True
